,CouncilDistrictCode,DataYear,ENERGYSTARScore,Electricity(kBtu),Electricity(kWh),GHGEmissionsIntensity,LargestPropertyUseTypeGFA,Latitude,Longitude,NaturalGas(kBtu),NaturalGas(therms),NumberofBuildings,NumberofFloors,OSEBuildingID,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SteamUse(kBtu),TotalGHGEmissions,YearBuilt,ZipCode
0,7.0,2016.0,60.0,3946027.0,1156514.25,2.83,88434.0,47.6122,-122.33798999999999,1276453.0,12764.5293,1.0,12.0,1.0,88434.0,,88434.0,81.69999695,84.30000305,7226362.5,7456910.0,182.5,189.0,2003882.0,249.98,1927.0,98101.0
1,7.0,2016.0,61.0,3242851.0,950425.1875,2.86,83880.0,47.613170000000004,-122.33393000000001,5145082.0,51450.81641,1.0,11.0,2.0,88502.0,15064.0,103566.0,94.80000305,97.90000153,8387933.0,8664479.0,176.1000061,179.3999939,,295.86,1996.0,98101.0
3,7.0,2016.0,56.0,2768924.0,811525.3125,4.67,61320.0,47.61412,-122.33663999999999,1811213.0,18112.13086,1.0,10.0,5.0,61320.0,,61320.0,110.8000031,113.3000031,6794584.0,6946800.5,216.1999969,224.0,2214446.25,286.43,1926.0,98101.0
4,7.0,2016.0,75.0,5368607.0,1573448.625,2.88,123445.0,47.61375,-122.34047,8803998.0,88039.98438,1.0,18.0,8.0,113580.0,62000.0,175580.0,114.8000031,118.6999969,14172606.0,14656503.0,211.39999390000003,215.60000609999997,,505.01,1980.0,98121.0
5,7.0,2016.0,,7371434.0,2160443.75,3.1,88830.0,47.61623,-122.33657,4715182.0,47151.81641,1.0,2.0,9.0,60090.0,37198.0,97288.0,136.1000061,141.6000061,12086616.0,12581712.0,316.2999878,320.5,,301.81,1999.0,98101.0
6,7.0,2016.0,27.0,2811215.0,823919.875,2.12,81352.0,47.6139,-122.33283,2947580.0,29475.80078,1.0,11.0,10.0,83008.0,,83008.0,70.80000305,74.5,5758795.0,6062767.5,146.6000061,154.6999969,,176.14,1926.0,98101.0
7,7.0,2016.0,,3636655.0,1065842.75,2.16,102761.0,47.61327,-122.33136,385189.0,3851.890137,1.0,8.0,11.0,102761.0,,102761.0,61.29999924,68.80000305,6298131.5,7067881.5,141.6999969,152.3000031,2276286.5,221.51,1926.0,98101.0
8,7.0,2016.0,43.0,7297919.0,2138897.75,2.39,163984.0,47.602940000000004,-122.33263000000001,6425900.0,64259.0,1.0,15.0,12.0,163984.0,,163984.0,83.69999695,86.59999847,13723820.0,14194054.0,180.8999939,187.1999969,,392.16,1904.0,98104.0
9,7.0,2016.0,1.0,2532015.0,742091.1875,2.37,56132.0,47.60284,-122.33183999999999,1002026.0,10020.25977,1.0,6.0,13.0,62216.0,1496.0,63712.0,81.5,85.59999847,4573777.0,4807679.5,182.6999969,187.3999939,1039735.188,151.12,1910.0,98104.0
10,7.0,2016.0,30.0,6187627.0,1813489.875,4.51,133884.0,47.60695,-122.33413999999999,4591850.0,45918.5,1.0,11.0,15.0,133884.0,19279.0,153163.0,119.59999850000001,124.3000031,16016644.0,16646930.0,228.1999969,233.0,5237165.5,691.26,1969.0,98101.0
11,7.0,2016.0,36.0,18083049.0,5299838.5,2.22,336640.0,47.60713,-122.33323,2858700.0,28586.99805,1.0,25.0,16.0,272015.0,61161.0,333176.0,80.0,80.40000153,26941110.0,27070114.0,199.0,199.3999939,5999360.5,740.97,1998.0,98101.0
12,7.0,2016.0,48.0,1343000.0,393610.6875,5.05,65009.0,47.60699,-122.33346,3596705.0,35967.05078,1.0,9.0,17.0,65009.0,,65009.0,101.5,97.80000305,6596057.5,6358719.5,153.6000061,149.8000031,1656352.5,328.23,1928.0,98104.0
13,7.0,2016.0,58.0,13904183.0,4075083.0,2.05,295511.0,47.608090000000004,-122.33211999999999,4083440.0,40834.39844,1.0,33.0,18.0,258352.0,57600.0,315952.0,75.5,76.19999695,22325364.0,22524948.0,179.8999939,180.6999969,4337738.5,648.62,1980.0,98101.0
14,7.0,2016.0,35.0,3832369.0,1123203.125,5.55,67390.0,47.60755,-122.33243999999999,2046793.0,20467.93359,1.0,11.0,19.0,66990.0,25200.0,92190.0,159.5,165.8999939,10750010.0,11179203.0,297.39999389999997,303.89999389999997,4870847.5,511.39,1922.0,98101.0
15,7.0,2016.0,,17851297.0,5231916.0,0.44,364913.0,47.60649,-122.33296999999999,,,1.0,11.0,21.0,355000.0,57000.0,412000.0,50.79999924,51.09999847,18588860.0,18706912.0,155.6000061,156.0,737559.5,181.38,2004.0,98154.0
16,7.0,2016.0,,4453868.0,1305354.125,4.18,90000.0,47.60546,-122.33278999999999,910180.0,9101.799805,1.0,6.0,22.0,103911.0,,103911.0,76.59999847,78.40000153,9956396.0,10192124.0,157.3999939,159.6000061,4592347.5,433.86,1930.0,98104.0
17,7.0,2016.0,31.0,21225277.0,6220773.0,1.93,348329.0,47.606809999999996,-122.33078,12331475.0,123314.75,1.0,28.0,23.0,331281.0,85000.0,416281.0,96.30000305,98.59999847,33556756.0,34351920.0,228.5,232.8000031,,802.89,1983.0,98104.0
18,7.0,2016.0,,3764791.0,1103397.125,4.75,16442.0,47.60515,-122.33158999999999,2065091.0,20650.91211,1.0,5.0,24.0,57452.0,,57452.0,132.3999939,137.1000061,7606084.5,7877219.0,280.7000122,285.0,1776201.875,273.02,1907.0,98104.0
19,7.0,2016.0,39.0,5908370.0,1731644.125,3.35,104352.0,47.60376,-122.33193999999999,815376.0,8153.759765999999,1.0,10.0,25.0,104352.0,,104352.0,97.30000305,97.30000305,10154608.0,10154608.0,225.5,225.5,3430862.0,349.32,1916.0,98104.0
20,7.0,2016.0,76.0,24357833.0,7138872.5,2.34,537150.0,47.60265,-122.33051,20626631.0,206266.3125,1.0,10.0,26.0,540360.0,,540360.0,83.69999695,87.5,44984468.0,47023088.0,182.6999969,186.6999969,,1265.29,1916.0,98104.0
21,3.0,2016.0,,18257661.0,5351014.5,4.41,385274.0,47.60378,-122.32842,29602150.0,296021.5,1.0,19.0,27.0,385274.0,,385274.0,124.1999969,128.6000061,47859812.0,49539212.0,229.5,232.89999390000003,,1699.45,1985.0,98104.0
22,2.0,2016.0,95.0,936955.0,274605.9063,0.69,58916.0,47.545759999999994,-122.26853,602523.0,6025.229004,1.0,2.0,28.0,56228.0,,56228.0,26.10000038,29.10000038,1539478.5,1713623.5,60.70000076,64.59999847,,38.53,1961.0,98118.0
23,4.0,2016.0,84.0,2266231.0,664194.375,1.02,58006.0,47.65959,-122.31755,1397303.0,13973.03027,1.0,6.0,29.0,58006.0,30586.0,88592.0,63.20000076,63.29999924,3663534.5,3673186.75,148.0,148.5,,90.01,2001.0,98105.0
24,7.0,2016.0,,4647474.0,1362096.75,3.07,125000.0,47.618159999999996,-122.33628999999999,6696211.0,66962.10938,1.0,7.0,30.0,126593.0,,126593.0,90.69999695,97.5,11343686.0,12183313.0,173.0,180.0,,388.04,1928.0,98121.0
25,7.0,2016.0,,1310236.0,384008.3125,0.14,67224.0,47.615,-122.33081000000001,,,1.0,2.0,31.0,67224.0,,67224.0,19.5,19.5,1310236.625,1310236.625,61.20000076,61.20000076,,9.13,1930.0,98101.0
26,7.0,2016.0,,572307.0,167733.5,1.62,112676.0,47.613009999999996,-122.32928999999999,4755745.0,47557.44922,1.0,8.0,32.0,128375.0,30301.0,158676.0,45.5,46.29999924,5328051.5,5424942.0,58.0,58.79999924,,256.57,1991.0,98101.0
27,7.0,2016.0,57.0,5610706.0,1644403.75,1.91,128909.0,47.61784,-122.32966,5451210.0,54512.09766,1.0,10.0,33.0,133585.0,38281.0,171866.0,85.80000305,86.69999695,11061916.0,11171407.0,181.1000061,180.6000061,,328.63,2001.0,98101.0
29,7.0,2016.0,57.0,2346349.0,687675.625,1.88,47994.0,47.61558,-122.34186000000001,2110365.0,21103.65039,1.0,5.0,35.0,52210.0,16200.0,68410.0,92.90000153,95.0,4456714.5,4557974.0,199.6999969,206.3000031,,128.44,1978.0,98121.0
30,5.0,2016.0,75.0,1947601.0,570809.1875,1.68,164229.0,47.70994,-122.29301000000001,4831572.0,48315.71875,1.0,2.0,36.0,160645.0,,160645.0,41.29999924,47.5,6779173.0,7800349.5,68.09999847,75.69999695,,270.18,1949.0,98125.0
32,4.0,2016.0,,1352843.0,396495.6875,1.81,40943.0,47.6641,-122.33118,2793077.0,27930.77148,1.0,3.0,38.0,87262.0,,87262.0,61.5,69.80000305,4145920.5,4703690.0,106.5,115.90000149999999,,157.77,1906.0,98070.0
33,4.0,2016.0,29.0,3016399.0,884056.0,2.63,81871.0,47.66583,-122.29965,3652169.0,36521.69141,1.0,4.0,40.0,81871.0,,81871.0,81.5,82.19999695,6668568.5,6731281.5,162.5,164.8999939,,215.0,1994.0,98105.0
34,4.0,2016.0,,281265.0,82434.0,0.04,26225.0,47.66172,-122.29598,37100.0,371.0,1.0,2.0,41.0,110356.0,,110356.0,12.10000038,12.39999962,318364.8125,326223.0938,35.20000076,35.5,,3.93,1955.0,98105.0
36,2.0,2016.0,,44731153.0,13109951.0,0.44,616000.0,47.511379999999996,-122.28875,,,3.0,2.0,46.0,714095.0,,714095.0,46.40000153,45.79999924,44731160.0,44110016.0,145.8999939,143.8000031,,311.84,1961.0,98118.0
37,7.0,2016.0,97.0,1217589.0,356855.0,0.57,54986.0,47.65671,-122.39047,432690.0,4326.897461,1.0,2.0,50.0,54986.0,,54986.0,30.0,32.79999924,1650279.25,1802471.375,77.80000305,83.19999695,,31.47,1990.0,98199.0
38,4.0,2016.0,88.0,1599684.0,468840.5,1.52,182861.0,47.682520000000004,-122.29498000000001,4799443.0,47994.43359,1.0,2.0,51.0,175565.0,,175565.0,35.0,40.09999847,6399127.5,7329817.5,55.0,60.40000153,,266.05,1950.0,98115.0
39,6.0,2016.0,57.0,4291585.0,1257791.75,1.38,55586.0,47.66587,-122.38476000000001,1894876.0,18948.75977,1.0,2.0,52.0,94900.0,,94900.0,65.19999695,68.90000153,6186461.5,6536359.5,163.0,165.8999939,,130.56,1961.0,98107.0
40,2.0,2016.0,83.0,1579749.0,462998.0,1.6,51029.0,47.58034,-122.31132,1371582.0,13715.82031,1.0,2.0,53.0,52554.0,,52554.0,50.09999847,53.5,2951331.25,3150635.5,108.6999969,112.3000031,,83.86,1900.0,98144.0
41,6.0,2016.0,95.0,2679739.0,785386.6875,1.42,175015.0,47.68891,-122.33553,4315001.0,43150.00781,1.0,3.0,54.0,175015.0,,175015.0,40.0,45.09999847,6994740.5,7886505.5,74.0,80.40000153,,247.85,1954.0,98103.0
42,7.0,2016.0,,1500229.0,439691.9063,0.64,38439.0,47.61351,-122.35128999999999,658400.0,6584.0,1.0,3.0,55.0,70586.0,,70586.0,30.60000038,33.09999847,2158629.0,2331573.25,76.59999847,79.19999695,,45.43,1911.0,98121.0
43,7.0,2016.0,67.0,12204406.0,3576906.75,0.89,348630.0,47.60946,-122.33337,3958787.0,39587.86719,1.0,24.0,56.0,126240.0,205970.0,332210.0,46.40000153,46.40000153,16163194.0,16163194.0,121.8000031,121.8000031,,295.33,1969.0,98101.0
44,7.0,2016.0,78.0,9536160.0,2794888.75,0.4,103362.0,47.6113,-122.33658999999999,,,1.0,5.0,57.0,168115.0,,168115.0,56.29999924,56.29999924,9536161.0,9536161.0,176.6000061,176.6000061,,66.48,1973.0,98101.0
45,7.0,2016.0,,714939.0,209536.5938,0.58,51747.0,47.61076,-122.33765,532423.0,5324.230469,1.0,2.0,58.0,57428.0,,57428.0,21.70000076,21.60000038,1247362.0,1239429.75,48.79999924,48.40000153,,33.26,1920.0,98101.0
46,7.0,2016.0,14.0,5071973.0,1486510.375,0.6,34947.0,47.610479999999995,-122.33793999999999,,,1.0,8.0,59.0,59400.0,,59400.0,85.40000153,88.30000305,5071974.0,5242479.5,398.7000122,412.2000122,,35.36,1910.0,98101.0
47,7.0,2016.0,,4632459.0,1357696.125,11.12,23500.0,47.60886,-122.33743999999999,10393737.0,103937.3672,1.0,2.0,60.0,52549.0,,52549.0,286.39999389999997,299.0,15026196.0,15683742.0,485.29998780000005,495.5,,584.31,1926.0,98101.0
48,7.0,2016.0,71.0,4290059.0,1257344.25,0.6,83591.0,47.61233,-122.33431999999999,551288.0,5512.879883,1.0,20.0,62.0,88591.0,10043.0,98634.0,54.59999847,57.29999924,4841347.5,5078816.0,158.6000061,167.0,,59.19,1930.0,98101.0
50,7.0,2016.0,98.0,3243900.0,950732.8125,1.89,41340.0,47.609970000000004,-122.34138,2104408.0,21044.08008,1.0,7.0,65.0,71150.0,,71150.0,93.09999847,93.09999847,5348309.0,5348309.0,215.89999390000003,215.89999390000003,,134.38,1985.0,98101.0
51,7.0,2016.0,99.0,1293561.0,379121.0938,1.85,88360.0,47.61155,-122.34114,4107716.0,41077.16016,1.0,7.0,66.0,122810.0,,122810.0,44.0,49.59999847,5401277.5,6088417.5,68.19999695,74.09999847,,227.18,1908.0,98101.0
52,7.0,2016.0,86.0,2944680.0,863036.3125,1.28,70627.0,47.619859999999996,-122.34413,2339663.0,23396.62891,1.0,5.0,67.0,70627.0,42546.0,113173.0,74.80000305,76.90000153,5284343.5,5428403.5,165.6999969,172.1000061,,144.79,1959.0,98109.0
53,7.0,2016.0,84.0,3396109.0,995342.5,1.33,107547.0,47.62001,-122.34273999999999,3319078.0,33190.77734,1.0,7.0,68.0,115718.0,34735.0,150453.0,60.70000076,61.79999924,6715187.0,6835263.5,128.0,129.8000031,,199.95,2000.0,98109.0
54,7.0,2016.0,80.0,3188457.0,934483.3125,1.4,88490.0,47.62025,-122.34313999999999,2639138.0,26391.38086,1.0,6.0,69.0,88100.0,28200.0,116300.0,65.90000153,67.09999847,5827595.5,5941927.0,144.5,147.1000061,,162.39,1997.0,98109.0
55,7.0,2016.0,81.0,4558937.0,1336148.125,0.98,155602.0,47.62023,-122.35951000000001,2277962.0,22779.61914,1.0,6.0,70.0,118858.0,36744.0,155602.0,43.90000153,44.0,6836900.0,6849826.5,107.40000149999999,107.59999850000001,,152.76,1998.0,98119.0
56,3.0,2016.0,76.0,551867.0,161743.0938,2.61,56072.0,47.63442,-122.30793,2682920.0,26829.20117,1.0,3.0,73.0,56072.0,,56072.0,57.70000076,67.80000305,3234787.75,3800842.5,81.09999847,92.69999695,,146.34,1911.0,98136.0
57,7.0,2016.0,94.0,2423730.0,710354.5,1.4,78051.0,47.62519,-122.34456000000002,2913604.0,29136.039060000003,1.0,4.0,77.0,78051.0,44891.0,122942.0,68.40000153,69.0,5337334.0,5387530.0,136.6999969,138.6999969,,171.64,1999.0,98109.0
58,3.0,2016.0,71.0,1978230.0,579786.0,1.6,54984.0,47.60823,-122.30956,1396981.0,13969.80957,1.0,2.0,82.0,54984.0,,54984.0,61.40000153,66.0,3375211.0,3630147.25,139.6000061,144.5,,87.98,1962.0,98122.0
59,1.0,2016.0,54.0,11824772.0,3465642.5,7.94,296313.0,47.558370000000004,-122.37751000000002,30967300.0,309673.0,1.0,5.0,84.0,217603.0,,217603.0,144.3999939,153.6999969,42792072.0,45547252.0,235.0,244.8000031,,1727.11,1922.0,98126.0
60,5.0,2016.0,1.0,5679498.0,1664565.75,6.52,93397.0,47.72426,-122.35598999999999,10723064.0,107230.6406,1.0,2.0,85.0,93397.0,,93397.0,175.6000061,181.6000061,16402563.0,16959754.0,311.5,320.0,,609.1,1970.0,98133.0
61,7.0,2016.0,74.0,2812688.0,824351.625,0.8,63371.0,47.61988,-122.33211000000001,893412.0,8934.120117,1.0,6.0,86.0,63371.0,20732.0,84103.0,58.5,59.79999924,3706100.25,3787499.0,154.1999969,156.6999969,,67.06,2008.0,98109.0
63,3.0,2016.0,48.0,9886484.0,2897562.75,2.41,179014.0,47.61244,-122.3214,6814570.0,68145.70313,,3.0,89.0,179014.0,,179014.0,93.30000305,92.30000305,16701055.0,16527711.0,213.39999390000003,210.3000031,,430.84,1965.0,98122.0
64,3.0,2016.0,71.0,2660742.0,779819.0,3.43,76631.0,47.608979999999995,-122.32693,4598016.0,45980.16016,1.0,7.0,95.0,76631.0,,76631.0,94.69999695,94.59999847,7258758.5,7250730.5,172.0,171.6999969,,262.75,1908.0,98104.0
65,3.0,2016.0,,10145313.0,2973421.25,4.83,40174.0,47.60845,-122.32637,,,1.0,6.0,96.0,90439.0,9341.0,99780.0,204.5,207.3000031,15473117.0,15684371.0,505.79998780000005,504.29998780000005,5327802.5,481.97,1983.0,98104.0
66,7.0,2016.0,96.0,361803.0,106038.5,0.67,72072.0,47.622370000000004,-122.33805,687945.0,6879.452148,1.0,2.0,98.0,58320.0,,58320.0,14.60000038,17.20000076,1049748.625,1243027.75,25.79999924,28.79999924,,39.06,1929.0,98109.0
67,7.0,2016.0,96.0,12871091.0,3772301.0,0.44,261826.0,47.62424,-122.33646,924861.0,9248.610352,1.0,5.0,100.0,316306.0,,316306.0,48.0,48.40000153,13795954.0,13909270.0,144.0,144.3999939,,138.85,2010.0,98109.0
68,3.0,2016.0,37.0,10980652.0,3218245.0,1.86,235788.0,47.62642,-122.33325,8478651.0,84786.50781,1.0,7.0,102.0,238097.0,44766.0,282863.0,82.5,85.59999847,19459304.0,20194606.0,184.0,189.1999969,,526.85,1990.0,98109.0
69,7.0,2016.0,,14419146.0,4226010.0,1.56,368000.0,47.62208,-122.35398,688680.0,6886.799805,1.0,1.0,103.0,389000.0,,389000.0,64.30000305,64.5,23658978.0,23736924.0,151.6000061,152.1000061,6093150.0,607.41,1962.0,98109.0
70,7.0,2016.0,,3754115.0,1100268.125,3.77,65000.0,47.62208,-122.35398,,,1.0,1.0,104.0,91213.0,,91213.0,125.1999969,125.90000149999999,8141155.5,8181881.0,261.7000122,265.3999939,4120130.0,344.2,1962.0,98109.0
71,7.0,2016.0,,7252325.0,2125534.75,2.03,278500.0,47.62208,-122.35398,,,1.0,5.0,106.0,396085.0,,396085.0,75.19999695,76.30000305,20955026.0,21257836.0,138.1000061,140.0,9763690.0,804.2,1938.0,98109.0
72,7.0,2016.0,91.0,32206199.0,9439097.0,1.08,598801.0,47.62112,-122.33628999999999,7399685.0,73996.85156,1.0,12.0,107.0,571329.0,,571329.0,63.40000153,64.19999695,39605888.0,40153432.0,174.1999969,176.3999939,,617.52,2010.0,98109.0
73,7.0,2016.0,,1293349.0,379058.9063,1.96,52000.0,47.62395,-122.35077,,,1.0,2.0,110.0,52000.0,,52000.0,52.40000153,51.59999847,2726369.0,2682242.75,110.40000149999999,109.5,1202380.0,101.83,1962.0,98109.0
74,7.0,2016.0,,875943.0,256724.2969,0.1,108000.0,47.62395,-122.35077,,,1.0,1.0,111.0,60696.0,,60696.0,8.100000381000001,8.100000381000001,875943.3125,875943.3125,25.5,25.5,,6.11,1928.0,98109.0
75,7.0,2016.0,,13512686.0,3960341.75,1.87,296000.0,47.62395,-122.35143000000001,,,1.0,2.0,112.0,262048.0,,262048.0,70.0,70.30000305,20723248.0,20823520.0,171.1999969,175.1999969,5137220.0,490.73,1928.0,98109.0
76,7.0,2016.0,,4166305.0,1221074.25,0.44,45900.0,47.623909999999995,-122.34836999999999,,,,2.0,113.0,63888.0,2352.0,66240.0,74.90000153,75.40000153,4166306.25,4192107.75,235.1999969,236.60000609999997,,29.04,1986.0,98109.0
77,7.0,2016.0,93.0,27597261.0,8088294.5,0.73,729584.0,47.624190000000006,-122.34443,9069780.0,90697.79688,1.0,6.0,114.0,616891.0,303707.0,920598.0,49.79999924,51.79999924,36667044.0,38105108.0,130.8000031,131.6000061,,674.09,2010.0,98109.0
78,7.0,2016.0,68.0,2944692.0,863039.875,0.64,48546.0,47.62053,-122.35842,531520.0,5315.200195,1.0,4.0,115.0,50283.0,25930.0,76213.0,68.19999695,71.59999847,3476212.5,3647345.75,192.3999939,196.0,,48.76,1970.0,98033.0
79,7.0,2016.0,56.0,2637011.0,772863.625,1.57,59976.0,47.62291,-122.35708000000001,2518558.0,25185.58008,1.0,6.0,116.0,59976.0,36934.0,96910.0,86.0,87.90000153,5155568.5,5274523.0,182.1999969,188.3999939,,152.14,2002.0,98109.0
80,4.0,2016.0,53.0,2128306.0,623770.6875,3.82,50017.0,47.65772,-122.31756000000001,3320669.0,33206.69141,2.0,4.0,117.0,50017.0,,50017.0,108.90000149999999,110.5,5448975.0,5528580.5,203.3000031,205.8000031,,191.2,1962.0,98105.0
82,3.0,2016.0,34.0,1337786.0,392082.5938,1.16,67743.0,47.625479999999996,-122.30828000000001,1309093.0,13090.93066,1.0,3.0,119.0,67743.0,,67743.0,39.09999847,44.79999924,2646879.0,3036464.0,82.30000305,89.30000305,,78.85,1923.0,98112.0
83,3.0,2016.0,100.0,1887893.0,553309.6875,1.25,194104.0,47.62644,-122.30429,4331949.0,43319.48828,1.0,6.0,120.0,194104.0,,194104.0,32.0,37.09999847,6219841.5,7204080.0,54.0,60.09999847,,243.23,1908.0,98112.0
84,3.0,2016.0,63.0,4897760.0,1435451.25,0.34,63681.0,47.58408,-122.30125,,,1.0,3.0,121.0,63681.0,35752.0,99433.0,76.90000153,78.19999695,4897760.0,4980737.5,241.5,245.60000609999997,,34.14,2003.0,98144.0
86,2.0,2016.0,61.0,2262820.0,663194.5,1.82,134446.0,47.56413,-122.31208000000001,4193207.0,41932.06641,1.0,1.0,125.0,130862.0,,130862.0,48.0,54.29999924,6456026.0,7300977.5,85.59999847,93.5,,238.48,1957.0,98108.0
87,2.0,2016.0,93.0,1436416.0,420989.4063,0.34,59955.0,47.55478,-122.27596000000001,196983.0,1969.83252,1.0,3.0,127.0,59955.0,,59955.0,27.20000076,29.20000076,1633399.375,1749171.25,78.69999695,83.0,,20.48,1989.0,98118.0
88,7.0,2016.0,86.0,1486758.0,435743.8125,0.91,93218.0,47.636829999999996,-122.35896000000001,1400634.0,14006.33984,1.0,2.0,130.0,93218.0,,93218.0,31.0,34.5,2887392.0,3216155.0,65.90000153,70.80000305,,84.75,1964.0,98119.0
89,4.0,2016.0,,6357631.0,1863315.125,0.78,49000.0,47.67524,-122.31533999999999,,,1.0,4.0,131.0,56521.0,,56521.0,129.6999969,129.8999939,6357632.0,6367210.0,407.39999389999997,408.0,,44.32,1941.0,98115.0
90,4.0,2016.0,,2001103.0,586489.8125,0.65,119146.0,47.67559,-122.31768999999998,2252474.0,22524.74023,1.0,2.0,132.0,206934.0,,206934.0,35.70000076,36.79999924,4253577.5,4384625.5,72.59999847,72.90000153,,133.58,1929.0,98115.0
91,5.0,2016.0,89.0,1398289.0,409815.0,2.48,51390.0,47.73141,-122.3458,2213249.0,22132.49023,1.0,4.0,136.0,51390.0,,51390.0,70.30000305,70.40000153,3611538.0,3616214.0,130.6999969,130.8999939,,127.29,2001.0,98133.0
92,5.0,2016.0,88.0,1775488.0,520365.6875,0.95,131909.0,47.72463,-122.35315,2119097.0,21190.9668,1.0,2.0,137.0,131013.0,,131013.0,29.5,32.5,3894584.5,4290831.5,59.09999847,62.90000153,,124.92,1963.0,98133.0
93,5.0,2016.0,92.0,3926011.0,1150648.125,1.81,245587.0,47.7257,-122.33684,7839670.0,78396.69531,1.0,1.0,138.0,245587.0,,245587.0,47.90000153,52.40000153,11765682.0,12870916.0,83.69999695,89.09999847,,443.73,1959.0,98133.0
94,5.0,2016.0,78.0,1802889.0,528396.6875,1.29,70609.0,47.72551,-122.3423,1439568.0,14395.68164,1.0,3.0,139.0,69138.0,,69138.0,45.90000153,47.09999847,3242458.0,3323400.5,101.5999985,104.6999969,,89.02,2002.0,98133.0
96,7.0,2016.0,98.0,4402910.0,1290419.25,0.75,190980.0,47.6048,-122.3368,2103084.0,21030.83984,1.0,5.0,144.0,190980.0,,190980.0,34.09999847,34.09999847,6505995.0,6505995.0,84.0,84.0,,142.39,1904.0,98104.0
97,7.0,2016.0,,9803021.0,2873101.25,1.51,189750.0,47.60804,-122.3367,527343.0,5273.430176,1.0,6.0,145.0,284100.0,,284100.0,77.19999695,78.40000153,14641502.0,14881950.0,192.5,192.0,4311136.0,429.12,1998.0,98111.0
99,6.0,2016.0,93.0,1513571.0,443602.1875,0.19,59097.0,47.6706,-122.36225,,,1.0,2.0,148.0,55513.0,,55513.0,25.60000038,27.10000038,1513570.75,1598852.625,80.40000153,85.0,,10.55,1991.0,98107.0
100,2.0,2016.0,,6947270.0,2036128.25,2.89,42755.0,47.60112,-122.32785,2416104.0,24161.04102,1.0,4.0,163.0,61156.0,,61156.0,130.1000061,132.6999969,9363374.0,9550716.0,338.2999878,337.10000610000003,,176.75,2006.0,98104.0
101,2.0,2016.0,,1311669.0,384428.3125,0.64,58000.0,47.59809,-122.32283000000001,698785.0,6987.850098000001,1.0,4.0,167.0,59000.0,13820.0,72820.0,34.70000076,36.09999847,2010454.625,2095175.25,83.69999695,85.19999695,,46.26,1910.0,98104.0
102,7.0,2016.0,76.0,4197462.0,1230205.625,1.41,113702.0,47.62614,-122.3467,3749499.0,37494.98828,1.0,4.0,168.0,148022.0,14200.0,162222.0,69.90000153,70.5,7946961.0,8016521.0,150.5,151.1999969,,228.4,1996.0,98109.0
103,2.0,2016.0,90.0,6449764.0,1890317.75,0.59,289588.0,47.57589,-122.29365,2370086.0,23700.86328,1.0,4.0,169.0,289588.0,,289588.0,30.5,33.0,8819852.0,9542598.0,78.5,82.30000305,,170.84,1990.0,98144.0
104,3.0,2016.0,,1911064.0,560100.6875,1.17,64820.0,47.61495,-122.32177,1148694.0,11486.94043,1.0,3.0,170.0,63330.0,,63330.0,47.20000076,50.70000076,3059758.0,3284214.5,111.1999969,116.0,,74.33,1915.0,98122.0
105,1.0,2016.0,,25314575.0,7419277.5,1.96,483000.0,47.547,-122.35307,12987166.0,129871.6641,27.0,2.0,172.0,441071.0,,441071.0,79.30000305,85.19999695,38301744.0,41151732.0,192.8000031,202.6000061,,866.23,1970.0,98106.0
106,4.0,2016.0,,13973696.0,4095456.0,2.31,92300.0,47.67828,-122.26456,2346137.0,23461.37109,1.0,2.0,173.0,96300.0,,96300.0,167.8000031,167.3999939,16319835.0,16274449.0,476.5,471.1000061000001,,222.02,2002.0,98115.0
107,2.0,2016.0,,4182001.0,1225674.375,3.03,68359.0,47.59545,-122.32146000000002,3293576.0,32935.76172,1.0,1.0,174.0,67356.0,,67356.0,109.40000149999999,118.3000031,7475577.5,8086930.5,242.6999969,252.10000609999997,,204.08,1950.0,98134.0
108,3.0,2016.0,60.0,7835065.0,2296326.25,1.41,254523.0,47.605979999999995,-122.30156000000001,5732708.0,57327.08203,1.0,3.0,175.0,254523.0,,254523.0,53.29999924,58.20000076,13567774.0,14810159.0,120.3000031,126.3000031,,359.09,2008.0,98122.0
109,2.0,2016.0,92.0,1645214.0,482184.6875,0.72,78804.0,47.51482,-122.25863999999999,853926.0,8539.256836,1.0,3.0,176.0,78804.0,,78804.0,31.70000076,34.0,2499140.0,2677620.75,76.90000153,79.30000305,,56.82,2001.0,98118.0
110,3.0,2016.0,79.0,1824845.0,534831.5,0.62,66994.0,47.61224,-122.29087,546459.0,5464.591797,1.0,3.0,177.0,66994.0,,66994.0,35.40000153,38.5,2371304.5,2579774.5,94.09999847,99.59999847,,41.74,2002.0,98122.0
111,2.0,2016.0,88.0,1927067.0,564791.125,0.96,98357.0,47.52915,-122.28903999999999,1529064.0,15290.640630000002,1.0,3.0,178.0,98357.0,,98357.0,35.09999847,38.5,3456131.5,3783580.25,77.80000305,81.30000305,,94.64,2000.0,98118.0
112,2.0,2016.0,,3569337.0,1046112.813,1.12,25765.0,47.538270000000004,-122.28406000000001,684032.0,6840.320312999999,1.0,1.0,179.0,54765.0,,54765.0,83.80000305,88.69999695,4253369.5,4503671.5,234.89999390000003,243.5,,61.21,1958.0,98118.0
