,CouncilDistrictCode,DataYear,ENERGYSTARScore,Electricity(kBtu),Electricity(kWh),GHGEmissionsIntensity,LargestPropertyUseTypeGFA,Latitude,Longitude,NaturalGas(kBtu),NaturalGas(therms),NumberofBuildings,NumberofFloors,OSEBuildingID,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SteamUse(kBtu),TotalGHGEmissions,YearBuilt,ZipCode
1059,5.0,2016.0,,247692.0,72594.39844,0.57,50369.0,47.72356,-122.29378,505583.0,5055.82959,2.0,2.0,20686.0,50368.0,,50368.0,15.0,17.79999924,753275.1875,897822.875,26.0,29.20000076,,28.58,1988.0,98125.0
1060,2.0,2016.0,12.0,481781.0,141201.9063,2.01,23545.0,47.553020000000004,-122.33605,1095260.0,10952.60059,1.0,1.0,20707.0,30545.0,,30545.0,51.59999847,60.90000153,1577040.875,1861291.25,87.19999695,97.30000305,,61.53,1938.0,98134.0
1061,3.0,2016.0,42.0,221956.0,65051.69922,3.52,25248.0,47.61359,-122.31336999999999,1644504.0,16445.03906,1.0,3.0,20710.0,25248.0,,25248.0,73.90000153,81.69999695,1866460.25,2061804.75,96.0,104.0999985,,88.89,1907.0,98122.0
1062,3.0,2016.0,93.0,651096.0,190825.2969,0.38,28380.0,47.6148,-122.31313999999999,119640.0,1196.400024,1.0,3.0,20712.0,28380.0,,28380.0,27.20000076,30.0,770736.125,852791.875,76.5,84.90000153,,10.89,1910.0,98122.0
1063,3.0,2016.0,38.0,218403.0,64010.19922,3.34,24783.0,47.61577,-122.31315,1531697.0,15316.9707,1.0,3.0,20714.0,24783.0,,24783.0,70.59999847,79.0,1750099.75,1957586.25,92.59999847,101.4000015,,82.87,1907.0,98122.0
1064,7.0,2016.0,53.0,853257.0,250075.4063,0.8,37767.0,47.62942,-122.35771000000001,496713.0,4967.129883,1.0,5.0,20720.0,40572.0,,40572.0,35.70000076,38.79999924,1349970.5,1465396.5,84.80000305,93.5,,32.33,1926.0,98119.0
1065,7.0,2016.0,86.0,549915.0,161170.9063,1.3,26044.0,47.62982,-122.35706,566560.0,5665.600098,1.0,3.0,20724.0,26044.0,,26044.0,42.90000153,44.40000153,1116475.125,1155251.5,89.09999847,92.59999847,,33.92,1948.0,98109.0
1066,7.0,2016.0,50.0,1267275.0,371417.0938,0.95,36926.0,47.63019,-122.35625,497492.0,4974.919434,1.0,8.0,20726.0,36926.0,,36926.0,47.79999924,51.09999847,1764767.25,1887490.875,121.90000149999999,131.6999969,,35.26,1970.0,98109.0
1067,7.0,2016.0,86.0,1003115.0,293996.1875,2.18,84138.0,47.63107,-122.35708000000001,3630071.0,36300.71094,1.0,6.0,20730.0,84138.0,7565.0,91703.0,55.09999847,60.20000076,4633186.0,5061195.0,82.69999695,88.59999847,,199.79,1950.0,98109.0
1068,7.0,2016.0,79.0,288477.0,84547.89844,2.64,35070.0,47.63087,-122.3566,1705289.0,17052.89063,1.0,3.0,20731.0,28284.0,6786.0,35070.0,56.90000153,63.0,1993766.375,2210314.0,76.90000153,83.5,,92.58,1928.0,98028.0
1069,7.0,2016.0,79.0,240142.0,70381.60156,2.23,21376.0,47.63066,-122.35763999999999,866559.0,8665.589844,1.0,3.0,20732.0,21376.0,,21376.0,51.79999924,54.90000153,1106701.0,1174086.875,77.80000305,81.19999695,,47.7,1928.0,98119.0
1070,7.0,2016.0,19.0,245285.0,71889.0,3.12,28940.0,47.63106,-122.35763999999999,1668273.0,16682.73047,1.0,3.0,20734.0,26678.0,2262.0,28940.0,66.09999847,73.09999847,1913558.375,2114189.5,87.09999847,94.30000305,,90.31,1928.0,98119.0
1071,7.0,2016.0,99.0,472481.0,138476.2969,0.91,33550.0,47.63111,-122.35813999999999,499509.0,4995.090332,1.0,3.0,20735.0,32691.0,,32691.0,29.0,32.70000076,971990.3125,1095913.75,59.90000153,65.19999695,,29.82,1922.0,98112.0
1072,7.0,2016.0,90.0,1134195.0,332413.5938,0.19,40758.0,47.631609999999995,-122.35967,,,1.0,6.0,20741.0,40758.0,,40758.0,27.79999924,29.89999962,1134195.5,1217050.625,87.40000153,93.80000305,,7.91,1977.0,98119.0
1073,7.0,2016.0,55.0,219393.0,64300.39844,1.96,26210.0,47.63159,-122.35838999999999,867285.0,8672.850586,1.0,2.0,20743.0,24227.0,,24227.0,41.5,47.29999924,1086678.125,1238854.625,61.0,67.09999847,,47.59,1963.0,98119.0
1074,7.0,2016.0,92.0,423402.0,124091.8984,0.81,24540.0,47.63208,-122.35751,316468.0,3164.6796879999997,1.0,4.0,20747.0,24540.0,,24540.0,30.10000038,32.0,739869.6875,785934.875,67.69999695,72.59999847,,19.76,1910.0,98119.0
1075,7.0,2016.0,18.0,377937.0,110767.1016,2.69,37944.0,47.63205,-122.35633,1870197.0,18701.9707,1.0,3.0,20749.0,37944.0,,37944.0,59.20000076,65.59999847,2248134.5,2488628.25,83.0,89.69999695,,101.96,1930.0,98109.0
1076,7.0,2016.0,99.0,100785.0,29538.5,1.0,28546.0,47.63217,-122.36532,522322.0,5223.22168,1.0,4.0,20758.0,28546.0,,28546.0,21.79999924,22.39999962,623107.6875,638511.1875,30.29999924,30.89999962,,28.44,1917.0,98119.0
1077,7.0,2016.0,17.0,6353982.0,1862245.5,1.86,,47.617329999999995,-122.35376000000001,6863568.0,68635.67969,1.0,13.0,20762.0,219874.0,,219874.0,63.79999924,67.5,13217550.0,13993510.0,131.1000061,134.8000031,,408.82,1999.0,98121.0
1078,7.0,2016.0,42.0,1495071.0,438180.3125,1.73,62422.0,47.62835,-122.35491,2209015.0,22090.15039,1.0,8.0,20764.0,66096.0,7640.0,73736.0,59.29999924,64.5,3704086.5,4027834.0,112.40000149999999,120.90000149999999,,127.74,1970.0,98109.0
1079,7.0,2016.0,7.0,4875149.0,1428824.5,2.89,152674.0,47.61222,-122.34456000000002,9744834.0,97448.33594,1.0,33.0,20765.0,190610.0,,190610.0,95.80000305,105.6999969,14619984.0,16130505.0,167.3000031,179.6999969,,551.53,1981.0,98121.0
1080,6.0,2016.0,,1386983.0,406501.5,0.19,37859.0,47.69397,-122.3557,,,1.0,5.0,20766.0,50028.0,,50028.0,34.20000076,35.79999924,1386983.375,1452420.25,107.5,112.59999850000001,,9.67,1989.0,98103.0
1081,2.0,2016.0,61.0,341140.0,99982.5,0.7,27000.0,47.54365,-122.30785,310153.0,3101.529785,1.0,1.0,20768.0,27000.0,,27000.0,24.10000038,27.20000076,651293.3125,735187.125,51.70000076,55.0,,18.85,1956.0,98108.0
1082,7.0,2016.0,16.0,1239315.0,363222.5,0.21,31956.0,47.62746,-122.34728999999999,,,1.0,4.0,20770.0,42093.0,,42093.0,38.79999924,41.0,1239315.375,1309943.875,121.8000031,128.6999969,,8.64,1992.0,98109.0
1083,7.0,2016.0,63.0,8815730.0,2583742.75,0.21,291429.0,47.6161,-122.33576000000001,,,1.0,33.0,20772.0,299755.0,,299755.0,29.60000038,30.10000038,8815732.0,8955526.0,93.0,94.5,,61.46,2006.0,98101.0
1084,5.0,2016.0,95.0,613684.0,179860.5,0.16,27296.0,47.72116,-122.35512,,,1.0,3.0,20777.0,23271.0,4025.0,27296.0,22.5,23.10000038,613684.125,629537.1875,70.59999847,72.40000153,,4.28,1976.0,98133.0
1085,4.0,2016.0,59.0,872326.0,255664.2031,0.2,30542.0,47.68173,-122.26408,,,1.0,3.0,20785.0,30542.0,,30542.0,28.60000038,30.70000076,872326.375,938372.3125,89.69999695,96.5,,6.08,1985.0,98115.0
1086,5.0,2016.0,15.0,995799.0,291851.9063,0.2,34368.0,47.72298,-122.34795,,,1.0,4.0,20787.0,34368.0,,34368.0,29.0,30.20000076,995798.8125,1036754.125,91.0,94.69999695,,6.94,1989.0,98133.0
1087,7.0,2016.0,66.0,1655801.0,485287.4063,0.19,59670.0,47.62525,-122.36023,,,1.0,4.0,20788.0,59670.0,,59670.0,27.70000076,29.39999962,1655800.75,1752121.75,87.09999847,92.19999695,,11.54,1982.0,98119.0
1088,3.0,2016.0,80.0,2714406.0,795547.0,1.07,108948.0,47.610279999999996,-122.32524,1819468.0,18194.67969,1.0,13.0,20805.0,108228.0,,108228.0,41.59999847,44.59999847,4533874.5,4855362.5,95.80000305,104.1999969,,115.56,1950.0,98104.0
1089,3.0,2016.0,100.0,137087.0,40177.80078,1.0,20639.0,47.62185,-122.32238000000001,372399.0,3723.9902340000003,1.0,5.0,20806.0,20639.0,,20639.0,24.70000076,25.79999924,509485.6875,533469.8125,39.79999924,42.20000076,,20.73,1928.0,98102.0
1090,3.0,2016.0,55.0,935397.0,274149.0938,0.21,31682.0,47.64127,-122.31338000000001,,,1.0,4.0,20807.0,31682.0,,31682.0,29.5,32.0,935396.6875,1012951.688,92.69999695,100.4000015,,6.52,1966.0,98112.0
1091,6.0,2016.0,,1050750.0,307957.0938,0.28,31017.0,47.690940000000005,-122.3502,25895.0,258.9500122,1.0,3.0,20810.0,31017.0,,31017.0,31.70000076,33.5,1076644.75,1137981.25,97.80000305,103.0999985,,8.7,1997.0,98103.0
1092,4.0,2016.0,88.0,2100632.0,615660.125,0.66,95501.0,47.642520000000005,-122.32418,909335.0,9093.345703,1.0,3.0,20811.0,95501.0,,95501.0,31.5,34.0,3009967.0,3244148.0,79.09999847,81.59999847,,62.94,1999.0,98102.0
1093,4.0,2016.0,99.0,361542.0,105961.8984,0.12,13945.0,47.64243,-122.32618000000001,,,1.0,2.0,20815.0,21183.0,,21183.0,25.89999962,25.89999962,361542.0938,361542.0938,81.40000153,81.40000153,,2.52,1957.0,98104.0
1094,4.0,2016.0,91.0,735889.0,215676.7969,0.21,29392.0,47.64428,-122.32627,19729.0,197.2900085,1.0,3.0,20818.0,25558.0,3834.0,29392.0,25.70000076,27.39999962,755618.1875,804510.375,79.30000305,84.5,,6.18,1961.0,98102.0
1095,4.0,2016.0,67.0,1054511.0,309059.4063,0.32,54721.0,47.64533,-122.32637,186513.0,1865.130005,1.0,4.0,20834.0,54721.0,,54721.0,22.70000076,23.20000076,1241023.75,1268266.75,64.09999847,64.59999847,,17.26,1996.0,98102.0
1096,4.0,2016.0,62.0,4704936.0,1378937.875,0.24,77796.0,47.6465,-122.3252,,,1.0,5.0,20836.0,82234.0,55504.0,137738.0,57.20000076,58.90000153,4704936.5,4843339.0,179.6999969,184.8999939,,32.8,1985.0,98102.0
1097,4.0,2016.0,84.0,2334029.0,684064.625,0.49,84295.0,47.64711,-122.32515,1234208.0,12342.08008,1.0,6.0,20837.0,165325.0,,165325.0,42.29999924,44.79999924,3568237.0,3774204.75,102.3000031,107.6999969,,81.82,2008.0,98102.0
1098,4.0,2016.0,77.0,1497863.0,438998.5938,0.19,56144.0,47.64676,-122.32456,,,1.0,6.0,20839.0,56144.0,,56144.0,26.70000076,28.79999924,1497863.375,1614788.25,83.80000305,90.30000305,,10.44,1958.0,98102.0
1099,4.0,2016.0,77.0,518586.0,151989.0,1.37,37885.0,47.64626,-122.32366999999999,909388.0,9093.879883,1.0,4.0,20846.0,37885.0,,37885.0,37.70000076,41.20000076,1427974.625,1560142.375,68.19999695,74.30000305,,51.91,1928.0,98102.0
1100,3.0,2016.0,52.0,612158.0,179413.2969,0.18,23867.0,47.64816,-122.32168999999999,,,1.0,3.0,20848.0,24367.0,,24367.0,25.60000038,29.10000038,612158.1875,693931.375,80.5,91.30000305,,4.27,1926.0,98102.0
1101,4.0,2016.0,76.0,453691.0,132969.0938,0.97,24330.0,47.64735,-122.32343,384704.0,3847.040039,2.0,3.0,20851.0,24330.0,,24330.0,34.5,37.70000076,838394.8125,916339.125,75.19999695,83.19999695,,23.59,1914.0,98102.0
1102,3.0,2016.0,,1287041.0,377210.0,0.2,24901.0,47.65084,-122.32146999999999,,,1.0,3.0,20857.0,45580.0,,45580.0,45.59999847,45.59999847,1287040.625,1287040.625,143.3000031,143.3000031,,8.97,1997.0,98102.0
1103,3.0,2016.0,,1176032.0,344675.3125,0.23,20148.0,47.65058,-122.32158999999999,,,1.0,6.0,20858.0,35746.0,,35746.0,58.40000153,58.40000153,1176032.125,1176032.125,183.3000031,183.3000031,,8.2,2008.0,98102.0
1104,4.0,2016.0,49.0,710939.0,208364.2031,1.87,21118.0,47.65014,-122.34423999999999,650489.0,6504.889647999999,1.0,3.0,20861.0,21118.0,,21118.0,64.5,67.59999847,1361427.75,1427645.0,138.1000061,145.5,,39.5,1988.0,98103.0
1105,4.0,2016.0,98.0,3601473.0,1055531.25,0.35,101941.0,47.64868,-122.34253999999999,887828.0,8878.283203,1.0,5.0,20868.0,126842.0,79284.0,206126.0,32.0,40.79999924,4489661.0,4515744.5,110.59999850000001,108.40000149999999,,72.26,2013.0,98103.0
1106,4.0,2016.0,48.0,1282333.0,375830.3125,0.55,20500.0,47.64866,-122.34508999999998,43845.0,438.45001219999995,1.0,2.0,20871.0,20500.0,,20500.0,64.69999695,64.69999695,1326178.125,1326178.125,198.6999969,198.6999969,,11.27,1900.0,98103.0
1107,7.0,2016.0,1.0,9534309.0,2794346.0,2.15,198646.0,47.61208,-122.34286999999999,8819607.0,88196.07031,1.0,23.0,20875.0,246019.0,2206.0,248225.0,89.09999847,92.5,18353916.0,19058412.0,190.1999969,191.1999969,,534.88,2004.0,98121.0
1108,6.0,2016.0,78.0,961491.0,281796.9063,0.19,35512.0,47.6958,-122.37208000000001,,,1.0,4.0,20880.0,35512.0,,35512.0,27.10000038,28.5,961491.3125,1010511.688,85.0,89.40000153,,6.7,1978.0,98117.0
1109,6.0,2016.0,3.0,3561375.0,1043779.313,13.88,36000.0,47.69875,-122.36725,8587344.0,85873.4375,1.0,2.0,20885.0,3636.0,31000.0,34636.0,337.5,355.7000122,12148720.0,12805711.0,561.0999756,587.9000244,,480.9,1966.0,98117.0
1110,4.0,2016.0,82.0,361384.0,105915.7031,0.61,25521.0,47.67485,-122.29283999999998,243802.0,2438.02002,1.0,2.0,20888.0,25521.0,,25521.0,23.70000076,26.89999962,605186.3125,685885.625,54.5,58.90000153,,15.47,1930.0,98115.0
1111,4.0,2016.0,79.0,486316.0,142531.0938,2.94,23190.0,47.67485,-122.29283999999998,1219199.0,12191.99023,1.0,1.0,20890.0,23190.0,,23190.0,73.5,83.19999695,1705515.25,1929416.5,121.09999850000001,131.1999969,,68.14,1986.0,98115.0
1112,1.0,2016.0,57.0,922791.0,270454.5938,0.74,40326.0,47.56584,-122.38655,443209.0,4432.090332,1.0,4.0,20896.0,40326.0,,40326.0,33.90000153,35.70000076,1366000.125,1437920.375,83.40000153,88.09999847,,29.97,2008.0,98116.0
1113,6.0,2016.0,88.0,783879.0,229741.9063,0.54,33892.0,47.671209999999995,-122.38786,216925.0,2169.25,1.0,6.0,20898.0,31248.0,,31248.0,29.5,30.89999962,1000804.625,1048383.0,79.30000305,82.59999847,,16.99,2012.0,98107.0
1114,4.0,2016.0,76.0,2599729.0,761937.0,0.79,62074.0,47.6616,-122.32366999999999,1542056.0,15420.55957,4.0,3.0,20899.0,126153.0,,126153.0,46.09999847,50.09999847,4141785.5,4500901.5,108.90000149999999,116.0,,100.02,1966.0,98105.0
1115,6.0,2016.0,98.0,179517.0,52613.39844,1.58,23100.0,47.68602,-122.35673999999999,590816.0,5908.160156,1.0,1.0,20916.0,20678.0,,20678.0,33.29999924,37.90000153,770333.0,875049.6875,51.29999924,56.59999847,,32.63,1960.0,98103.0
1116,6.0,2016.0,43.0,680757.0,199518.5938,3.69,33780.0,47.68642,-122.35707,1915026.0,19150.25977,1.0,3.0,20917.0,28820.0,,28820.0,76.80000305,87.59999847,2595783.5,2959193.75,122.8000031,135.6999969,,106.45,1922.0,98103.0
1117,4.0,2016.0,78.0,863691.0,253133.2969,1.24,36066.0,47.65598,-122.34693999999999,849361.0,8493.610352,1.0,4.0,20921.0,41316.0,,41316.0,41.5,42.70000076,1713051.875,1764505.375,87.19999695,88.5,,51.13,2002.0,98103.0
1118,1.0,2016.0,79.0,565952.0,165871.0,0.18,21600.0,47.58318,-122.38461000000001,,,1.0,4.0,20927.0,21600.0,,21600.0,26.20000076,27.79999924,565952.0,599493.8125,82.30000305,87.09999847,,3.95,1985.0,98116.0
1119,2.0,2016.0,69.0,611581.0,179244.2031,2.47,44816.0,47.51042,-122.26276999999999,1218400.0,12184.0,1.0,2.0,20928.0,27876.0,,27876.0,40.79999924,46.79999924,1829981.375,2095655.25,71.40000153,78.5,,68.97,1954.0,98178.0
1120,7.0,2016.0,94.0,857142.0,251214.0938,0.6,48789.0,47.63796,-122.34897,441165.0,4411.650879,1.0,1.0,20930.0,48789.0,,48789.0,26.60000038,29.10000038,1298307.625,1419585.125,64.69999695,69.40000153,,29.41,1925.0,98109.0
1121,7.0,2016.0,1.0,2342494.0,686545.6875,0.46,35070.0,47.605709999999995,-122.33758999999999,,,1.0,6.0,20945.0,32385.0,3459.0,35844.0,66.80000305,71.30000305,2342494.25,2499524.5,209.6999969,223.8000031,,16.33,1902.0,98101.0
1122,2.0,2016.0,79.0,473807.0,138864.7969,2.11,33105.0,47.55818,-122.28712,1251530.0,12515.2959,1.0,1.0,20967.0,33105.0,,33105.0,52.09999847,58.09999847,1725336.25,1924436.0,84.59999847,91.5,,69.77,1925.0,98118.0
1123,2.0,2016.0,51.0,2708255.0,793744.125,4.81,41922.0,47.55387,-122.27875,4074180.0,40741.80078,1.0,2.0,20970.0,41649.0,7233.0,48882.0,161.8000031,168.1000061,6782435.0,7048919.0,304.89999389999997,311.60000610000003,,235.26,1966.0,98118.0
1124,2.0,2016.0,62.0,439066.0,128682.7969,0.14,22320.0,47.553740000000005,-122.32498000000001,,,1.0,1.0,20976.0,22320.0,,22320.0,19.70000076,20.70000076,439065.9063,462174.4063,61.79999924,65.0,,3.06,1977.0,98108.0
1125,2.0,2016.0,,4233850.0,1240870.5,7.39,45320.0,47.55297,-122.32472,6000871.0,60008.70703,1.0,1.0,20978.0,47105.0,,47105.0,225.8000031,225.8000031,10234721.0,10234721.0,432.3999938999999,432.3999938999999,,348.22,1976.0,98108.0
1126,2.0,2016.0,69.0,1471914.0,431393.4063,0.26,31800.0,47.55316,-122.32616000000002,,,1.0,2.0,20979.0,40029.0,,40029.0,36.79999924,39.40000153,1471914.25,1575328.25,115.5,123.6999969,,10.26,1982.0,98108.0
1127,2.0,2016.0,67.0,1269367.0,372030.3125,0.31,27185.0,47.55196,-122.32518,,,1.0,2.0,20984.0,28304.0,,28304.0,46.70000076,48.70000076,1269367.5,1322894.5,146.6000061,152.8000031,,8.85,1970.0,98108.0
1128,2.0,2016.0,,452612.0,132653.0938,0.12,20560.0,47.55168,-122.32458999999999,,,1.0,1.0,20985.0,26400.0,,26400.0,16.29999924,16.29999924,452612.5,452612.5,51.20000076,51.20000076,,3.16,1970.0,98108.0
1129,2.0,2016.0,,642420.0,188282.4063,2.34,25000.0,47.55049,-122.32382,1136012.0,11360.12012,1.0,1.0,20986.0,27680.0,,27680.0,64.19999695,69.30000305,1778431.75,1918665.75,116.0,121.3000031,,64.81,1968.0,98108.0
1130,2.0,2016.0,,1064725.0,312053.0,1.77,23272.0,47.55145,-122.32635,722394.0,7223.94043,1.0,2.0,20987.0,25872.0,,25872.0,69.09999847,71.69999695,1787119.0,1853911.875,158.5,162.3000031,,45.79,1969.0,98108.0
1131,2.0,2016.0,41.0,985457.0,288821.0,3.17,24988.0,47.55127,-122.32576,1413896.0,14138.95996,1.0,2.0,20988.0,25872.0,,25872.0,96.0,100.0,2399353.5,2498335.25,183.1999969,187.0,,81.96,1969.0,98108.0
1132,2.0,2016.0,65.0,222600.0,65240.30078,0.08,21386.0,47.55127,-122.32576,,,1.0,1.0,20989.0,20500.0,,20500.0,10.39999962,10.39999962,222600.0938,222600.0938,32.70000076,32.70000076,,1.55,1969.0,98108.0
1133,4.0,2016.0,95.0,534704.0,156712.7031,0.17,21436.0,47.6557,-122.34682,,,1.0,2.0,21005.0,21436.0,,21436.0,24.89999962,26.10000038,534703.6875,558727.875,78.30000305,81.80000305,,3.73,1958.0,98103.0
1134,3.0,2016.0,,331967.0,97294.10156,0.9,7245.0,47.65205,-122.3218,298283.0,2982.827148,1.0,1.0,21023.0,20233.0,,20233.0,31.10000038,34.09999847,630250.125,690322.6875,67.0,70.09999847,,18.16,1998.0,98102.0
1135,6.0,2016.0,86.0,508014.0,148890.5,0.16,22448.0,47.65299,-122.35298999999999,,,1.0,4.0,21049.0,22448.0,,22448.0,22.60000038,23.79999924,508014.5938,535377.5,71.09999847,74.90000153,,3.54,1988.0,98103.0
1136,6.0,2016.0,,849654.0,249019.2031,0.36,24335.0,47.65178,-122.351,161314.0,1613.140015,1.0,4.0,21057.0,27526.0,12400.0,39926.0,36.70000076,37.70000076,1010967.688,1039085.375,103.0999985,105.8000031,,14.49,2006.0,98103.0
1137,4.0,2016.0,72.0,1235243.0,362029.0,0.17,38993.0,47.65303,-122.3469,39993.0,399.9299622,1.0,4.0,21070.0,62681.0,,62681.0,27.70000076,28.79999924,1275236.125,1325461.75,85.30000305,88.19999695,,10.74,1994.0,98103.0
1138,4.0,2016.0,,2815734.0,825244.3125,0.48,73266.0,47.649429999999995,-122.34637,813332.0,8133.319336,1.0,7.0,21087.0,86358.0,44625.0,130983.0,42.0,44.70000076,3629065.75,3859690.5,112.3000031,118.40000149999999,,62.83,1990.0,98103.0
1139,4.0,2016.0,94.0,687472.0,201486.5938,0.89,26295.0,47.64904,-122.34608999999999,438685.0,4386.850098,1.0,3.0,21088.0,23307.0,8110.0,31417.0,42.79999924,46.20000076,1126157.25,1214408.75,99.59999847,102.0999985,,28.09,1985.0,98103.0
1140,7.0,2016.0,,1702602.0,499004.0938,4.73,48152.0,47.61094,-122.34075,4755419.0,47554.19141,1.0,8.0,21091.0,55882.0,,55882.0,127.09999850000001,134.8999939,6458021.5,6853384.5,203.5,212.5,,264.43,1909.0,98101.0
1141,7.0,2016.0,80.0,678975.0,198996.0938,2.07,32536.0,47.6119,-122.34055,1472402.0,14724.02051,1.0,6.0,21094.0,40109.0,,40109.0,54.90000153,58.79999924,2151376.5,2303810.5,93.90000153,99.5,,82.93,1901.0,98101.0
1142,7.0,2016.0,,710275.0,208169.7969,0.11,46580.0,47.61179,-122.3404,,,1.0,6.0,21095.0,46580.0,,46580.0,15.19999981,16.70000076,710275.375,778702.125,47.90000153,52.5,,4.95,1928.0,98101.0
1143,7.0,2016.0,67.0,4565192.0,1337981.375,2.11,126965.0,47.61117,-122.34043999999999,1213155.0,12131.55078,1.0,14.0,21096.0,148219.0,,148219.0,57.90000153,62.0,8575114.0,9195011.0,128.0,136.3000031,2796766.0,312.13,1907.0,98101.0
1144,7.0,2016.0,5.0,478690.0,140296.0,0.13,25920.0,47.61165,-122.34011000000001,,,1.0,2.0,21097.0,25920.0,,25920.0,18.5,18.5,478690.0938,478690.0938,58.0,58.0,,3.34,1916.0,98101.0
1145,7.0,2016.0,72.0,3012457.0,882900.625,0.43,91880.0,47.61246,-122.34239,739675.0,7396.75,1.0,6.0,21098.0,139650.0,,139650.0,37.70000076,37.70000076,3752132.25,3752132.25,102.9000015,102.9000015,,60.29,1999.0,98126.0
1146,7.0,2016.0,93.0,867448.0,254234.5938,0.53,38880.0,47.612359999999995,-122.34143999999999,144219.0,1442.189819,1.0,2.0,21102.0,25920.0,,25920.0,26.0,26.89999962,1011667.5,1046976.813,74.0,74.90000153,,13.71,1919.0,98121.0
1147,7.0,2016.0,93.0,2534592.0,742846.375,0.6,,47.61203,-122.34165,362488.0,3624.875244,1.0,8.0,21103.0,61721.0,,61721.0,52.20000076,53.5,2897079.75,2968429.75,150.3999939,154.3999939,,36.92,1910.0,98121.0
1148,7.0,2016.0,98.0,599839.0,175802.7969,0.85,32760.0,47.61334,-122.34393999999999,447156.0,4471.560059,1.0,5.0,21104.0,32760.0,,32760.0,32.0,34.0,1046995.188,1113105.25,71.80000305,78.19999695,,27.93,1918.0,98121.0
1149,7.0,2016.0,1.0,2693887.0,789533.1875,2.28,66527.0,47.61351,-122.34312,3809466.0,38094.66016,1.0,6.0,21106.0,96980.0,,96980.0,97.80000305,102.5,6503353.5,6816616.0,187.3000031,192.1999969,,221.1,2007.0,98121.0
1150,7.0,2016.0,75.0,1057542.0,309947.9063,1.79,23995.0,47.612970000000004,-122.34324,736309.0,7363.089355,1.0,2.0,21108.0,25920.0,,25920.0,74.80000305,81.09999847,1793851.375,1945839.625,170.6000061,177.3000031,,46.48,1919.0,98121.0
1151,7.0,2016.0,93.0,439658.0,128856.2969,2.54,32460.0,47.613279999999996,-122.34106000000001,1493364.0,14933.640630000002,1.0,5.0,21110.0,32460.0,,32460.0,59.59999847,64.5,1933021.625,2092724.375,90.80000305,96.0,,82.38,1915.0,98121.0
1152,7.0,2016.0,95.0,1437109.0,421192.5938,2.15,100000.0,47.6115,-122.32983999999999,3496265.0,34962.65234,1.0,10.0,21112.0,90920.0,,90920.0,49.29999924,54.70000076,4933374.5,5466018.0,81.80000305,87.40000153,,195.71,1922.0,98101.0
1153,7.0,2016.0,71.0,21248527.0,6227587.0,1.61,885760.0,47.61088,-122.32932,1927801.0,19278.00586,1.0,19.0,21114.0,632849.0,123891.0,756740.0,40.29999924,42.20000076,35685224.0,37380104.0,94.59999847,96.90000153,12508892.0,1216.05,1954.0,98101.0
1154,3.0,2016.0,92.0,512225.0,150124.7031,3.77,39760.0,47.61098,-122.32766000000001,227114.0,2271.139893,1.0,4.0,21115.0,39760.0,,39760.0,62.29999924,69.0,2478960.0,2741556.25,99.09999847,107.0,1739620.75,149.91,1925.0,98101.0
1155,3.0,2016.0,,1314572.0,385279.0938,3.06,30971.0,47.611090000000004,-122.32721000000001,1277622.0,12776.219729999999,1.0,3.0,21116.0,30971.0,,30971.0,91.19999695,96.0,2823184.0,2974354.25,185.6000061,195.3999939,230989.2969,94.85,1920.0,98101.0
1156,3.0,2016.0,1.0,1972293.0,578045.875,6.55,22667.0,47.61063,-122.32741000000001,155501.0,1555.010132,1.0,3.0,21117.0,22667.0,,22667.0,166.1999969,182.6999969,3767135.0,4141811.25,367.39999389999997,387.10000610000003,1639341.375,148.55,1946.0,98101.0
1157,3.0,2016.0,28.0,1175317.0,344465.5938,3.58,45975.0,47.61075,-122.32688999999999,3396430.0,33964.29688,1.0,5.0,21118.0,52620.0,,52620.0,99.40000153,111.6999969,4571746.5,5137569.0,157.8000031,170.8000031,,188.58,1925.0,98101.0
1158,6.0,2016.0,,1244691.0,364798.0938,1.8,18740.0,47.64965,-122.34913,982947.0,9829.470703,1.0,2.0,21119.0,33840.0,,33840.0,65.80000305,69.09999847,2227638.25,2339649.75,146.0,149.5,,60.88,1927.0,98103.0
1159,6.0,2016.0,,2439095.0,714858.0,2.63,14273.0,47.6502,-122.34958999999999,1754275.0,17542.75,5.0,3.0,21122.0,32601.0,9226.0,41827.0,100.3000031,102.5,4193371.0,4288601.5,227.10000609999997,229.5,,110.17,2001.0,98103.0
1160,6.0,2016.0,98.0,517619.0,151705.5938,0.7,36660.0,47.65061,-122.34946000000001,412749.0,4127.489746,1.0,4.0,21124.0,36660.0,,36660.0,25.39999962,26.70000076,930368.5,979751.1875,56.20000076,59.59999847,,25.53,1907.0,98103.0
1161,6.0,2016.0,79.0,1291405.0,378489.1875,0.27,15908.0,47.651140000000005,-122.34953999999999,,,1.0,5.0,21125.0,27730.0,6010.0,33740.0,52.29999924,52.29999924,1291405.25,1291405.25,164.3999939,164.3999939,,9.0,2001.0,98103.0
